0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0


0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037
0.326368;0.766111;0.913227;0.71152;0.238037;-0.326368;-0.766111;-0.913227;-0.71152;-0.238037


0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0


0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0


0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0


0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795
0.326368;0.878869;1.09567;0.893965;0.350795;-0.326368;-0.878869;-1.09567;-0.893965;-0.350795


